raw_timestamp,log_time,focus_distance,frame_number,stability,status,gaze_forward_x,gaze_forward_y,gaze_forward_z,gaze_origin_x,gaze_origin_y,gaze_origin_z,HMD_position_x,HMD_position_y,HMD_position_z,HMD_rotation_x,HMD_rotation_y,HMD_rotation_z,left_forward_x,left_forward_y,left_forward_z,left_origin_x,left_origin_y,left_origin_z,left_pupil_size,left_status,right_forward_x,right_forward_y,right_forward_z,right_origin_x,right_origin_y,right_origin_z,right_pupil_size,right_status
1000534031063207000,63761361875389,0,25704732,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1612173,0,0,0,0,0,0,0,0.1737175,0
1000534031073188100,63761361875389,0,25704733,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1612569,0,0,0,0,0,0,0,0.1737286,0
1000534031083333200,63761361875390,0,25704734,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1612848,0,0,0,0,0,0,0,0.1737951,0
1000534031093317300,63761361875390,0,25704735,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1612365,0,0,0,0,0,0,0,0.1737714,0
1000534031103375800,63761361875390,0,25704736,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1611646,0,0,0,0,0,0,0,0.173793,0
1000534031113314400,63761361875390,0,25704737,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1611956,0,0,0,0,0,0,0,0.1737853,0
1000534031123316200,63761361875390,0,25704738,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1605999,0,0,0,0,0,0,0,0.1738061,0
1000534031133353400,63761361875390,0,25704739,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1606762,0,0,0,0,0,0,0,0.1737777,0
1000534031143284100,63761361875390,0,25704740,0,0,0,0,0,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0,0,0,0,0,0,0.1606013,0,0,0,0,0,0,0,0.1736911,0
1000534031153488400,63761361875390,2,25704741,0,2,0.1368265,0.1553097,0.9783442,0,0,0,-1.385778,0.4889476,-0.4162875,-0.05425722,0.1731817,0.01530581,0.1444698,0.1498315,0.9780997,-0.0331,0,0,0.1606876,2,0.1286767,0.1613661,0.9784698,0.0331,0,0,0.1736956,2
