raw_timestamp,relative_to_video_first_frame_timestamp,focus_distance,frame_number,stability,status,gaze_forward_x,gaze_forward_y,gaze_forward_z,gaze_origin_x,gaze_origin_y,gaze_origin_z,gaze_projected_to_left_view_x,gaze_projected_to_left_view_y,gaze_projected_to_right_view_x,gaze_projected_to_right_view_y,left_forward_x,left_forward_y,left_forward_z,left_origin_x,left_origin_y,left_origin_z,left_pupil_size,left_status,left_projected_x,left_projected_y,right_forward_x,right_forward_y,right_forward_z,right_origin_x,right_origin_y,right_origin_z,right_pupil_size,right_status,right_projected_x,right_projected_y
1000878624523020000,144718700,0.854003,581597,0.804459,2,0.119116,-0.206378,0.971195,0,0,0,0.33846,-0.208666,-0.032429,-0.208446,0.154435,-0.205511,0.966393,-0.033138,0,0,0.189664,2,0.341883,-0.208791,0.077937,-0.20708,0.975215,0.033138,0,0,0.19927,2,-0.042126,-0.208319
1000878624533030000,154724900,0.860782,581598,0.824808,2,0.119027,-0.206391,0.971203,0,0,0,0.338355,-0.208677,-0.032533,-0.208457,0.154099,-0.205419,0.966466,-0.033138,0,0,0.189772,2,0.341475,-0.208682,0.078201,-0.207199,0.975168,0.033138,0,0,0.199246,2,-0.041817,-0.208448
1000878624543020000,164721100,0.86074,581599,0.823706,2,0.118836,-0.206169,0.971273,0,0,0,0.338119,-0.208438,-0.032762,-0.208219,0.15391,-0.205546,0.966469,-0.033138,0,0,0.189756,2,0.341251,-0.208811,0.078012,-0.206636,0.975303,0.033138,0,0,0.19928,2,-0.042048,-0.207854
1000878624552960000,174658400,0.863754,581600,0.901081,2,0.118674,-0.206366,0.971251,0,0,0,0.337933,-0.208642,-0.032948,-0.208423,0.153733,-0.205452,0.966517,-0.033138,0,0,0.189773,2,0.341034,-0.208705,0.078091,-0.207113,0.975195,0.033138,0,0,0.199316,2,-0.041946,-0.208357
1000878624562950000,184643400,0.868002,581601,0.923762,2,0.118648,-0.206269,0.971275,0,0,0,0.337899,-0.20854,-0.03298,-0.20832,0.15346,-0.205292,0.966595,-0.033138,0,0,0.189786,2,0.3407,-0.208526,0.078186,-0.207085,0.975194,0.033138,0,0,0.199334,2,-0.041836,-0.208329
1000878624573110000,194812000,0.876951,581602,0.928243,2,0.118683,-0.206297,0.971265,0,0,0,0.337941,-0.20857,-0.032939,-0.20835,0.153186,-0.205465,0.966601,-0.033138,0,0,0.189772,2,0.340377,-0.208701,0.078683,-0.20697,0.975178,0.033138,0,0,0.199348,2,-0.041261,-0.208216
1000878624583090000,204790500,0.885003,581603,0.931915,2,0.118508,-0.205865,0.971378,0,0,0,0.337716,-0.208109,-0.033153,-0.207891,0.152659,-0.205173,0.966747,-0.033138,0,0,0.189791,2,0.339731,-0.208374,0.078832,-0.206403,0.975286,0.033138,0,0,0.199475,2,-0.041098,-0.207623
1000878624593120000,214821200,0.888837,581604,0.940689,2,0.118401,-0.205852,0.971394,0,0,0,0.337588,-0.208093,-0.033279,-0.207874,0.152446,-0.205232,0.966768,-0.033138,0,0,0.189794,2,0.339477,-0.208429,0.078939,-0.206318,0.975296,0.033138,0,0,0.199497,2,-0.040975,-0.207535
1000878624603150000,224851500,0.892601,581605,0.945435,2,0.118111,-0.205797,0.971441,0,0,0,0.337241,-0.208028,-0.03362,-0.207809,0.151998,-0.205207,0.966844,-0.033138,0,0,0.189772,2,0.338937,-0.208387,0.078796,-0.206235,0.975325,0.033138,0,0,0.199527,2,-0.041143,-0.207446
1000878624613100000,234794600,0.895268,581606,1,2,0.117849,-0.205456,0.971545,0,0,0,0.336916,-0.207661,-0.033934,-0.207442,0.151582,-0.205051,0.966942,-0.033138,0,0,0.189746,2,0.33843,-0.208209,0.078601,-0.20572,0.975449,0.033138,0,0,0.199499,2,-0.04138,-0.206902
1000878624623090000,244784500,0.823791,581607,0.982258,2,0.119619,-0.206834,0.971036,0,0,0,0.339076,-0.20916,-0.03183,-0.20894,0.15552,-0.20457,0.966419,-0.033138,0,0,0.189608,2,0.343154,-0.207829,0.076292,-0.208941,0.974948,0.033138,0,0,0.198868,2,-0.044005,-0.210247
1000878624633230000,254929000,0.833015,581608,1,2,0.118946,-0.20683,0.97112,0,0,0,0.338274,-0.209139,-0.032619,-0.208919,0.154463,-0.204723,0.966556,-0.033138,0,0,0.189601,2,0.341886,-0.207956,0.076085,-0.208791,0.974996,0.033138,0,0,0.198844,2,-0.044249,-0.210086
1000878624643240000,264933500,0.747073,581609,0.923619,2,0.111568,-0.205889,0.972195,0,0,0,0.32946,-0.207963,-0.041283,-0.207745,0.153411,-0.204732,0.966721,-0.033138,0,0,0.189552,2,0.34062,-0.207931,0.065852,-0.20673,0.976179,0.033138,0,0,0.198877,2,-0.056174,-0.207768
1000878624653270000,274963600,0.783609,581610,0.896964,2,0.113769,-0.2063,0.971852,0,0,0,0.332092,-0.20845,-0.038698,-0.208231,0.153022,-0.205034,0.966719,-0.033138,0,0,0.189546,2,0.340163,-0.208238,0.06957,-0.207315,0.975797,0.033138,0,0,0.198868,2,-0.051848,-0.208435
1000878624663180000,284881100,0.766519,581611,0.879602,2,0.111679,-0.20551,0.972262,0,0,0,0.329578,-0.207567,-0.04116,-0.207349,0.152354,-0.205165,0.966797,-0.033138,0,0,0.189542,2,0.339363,-0.208355,0.067042,-0.20554,0.97635,0.033138,0,0,0.199097,2,-0.054811,-0.206537
1000878624673260000,294955500,0.775361,581612,0.928349,2,0.111586,-0.20532,0.972313,0,0,0,0.329461,-0.207365,-0.041273,-0.207147,0.15182,-0.20525,0.966863,-0.033138,0,0,0.189498,2,0.338724,-0.208427,0.067503,-0.205074,0.976416,0.033138,0,0,0.199151,2,-0.054284,-0.206055
1000878624683190000,304887300,0.776551,581613,0.937039,2,0.111377,-0.205301,0.972341,0,0,0,0.329213,-0.207339,-0.041517,-0.207121,0.151582,-0.205412,0.966865,-0.033138,0,0,0.18947,2,0.338445,-0.208591,0.067412,-0.204869,0.976465,0.033138,0,0,0.199166,2,-0.054393,-0.205839
1000878624693280000,314973400,0.775264,581614,0.943429,2,0.110943,-0.205407,0.972368,0,0,0,0.3287,-0.207441,-0.042023,-0.207223,0.151255,-0.205419,0.966915,-0.033138,0,0,0.189423,2,0.338051,-0.208588,0.066926,-0.205072,0.976456,0.033138,0,0,0.199186,2,-0.054954,-0.206045
1000878624703360000,325061700,0.751824,581615,0.95213,2,0.109075,-0.204626,0.972744,0,0,0,0.326455,-0.206575,-0.044222,-0.206358,0.151135,-0.205533,0.96691,-0.033138,0,0,0.18939,2,0.337911,-0.208705,0.064287,-0.203405,0.976982,0.033138,0,0,0.199148,2,-0.05804,-0.204263
1000878624713330000,335032300,0.767666,581616,0.94678,2,0.10963,-0.204054,0.972802,0,0,0,0.327094,-0.205985,-0.043584,-0.205769,0.150819,-0.205492,0.966968,-0.033138,0,0,0.189365,2,0.33753,-0.208651,0.065893,-0.202319,0.9771,0.033138,0,0,0.199471,2,-0.056196,-0.203148
