raw_timestamp,log_time,focus_distance,frame_number,stability,status,gaze_forward_x,gaze_forward_y,gaze_forward_z,gaze_origin_x,gaze_origin_y,gaze_origin_z,HMD_position_x,HMD_position_y,HMD_position_z,HMD_rotation_x,HMD_rotation_y,HMD_rotation_z,left_forward_x,left_forward_y,left_forward_z,left_origin_x,left_origin_y,left_origin_z,left_pupil_size,left_status,right_forward_x,right_forward_y,right_forward_z,right_origin_x,right_origin_y,right_origin_z,right_pupil_size,right_status
1000541322300454400,63761369166622,0,26432424,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1729485,0,0,0,0,0,0,0,0.1858514,0
1000541322310495200,63761369166622,0,26432425,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1729604,0,0,0,0,0,0,0,0.1858635,0
1000541322320452800,63761369166622,0,26432426,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1729578,0,0,0,0,0,0,0,0.1858391,0
1000541322330585600,63761369166622,0,26432427,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728707,0,0,0,0,0,0,0,0.1857506,0
1000541322340652200,63761369166622,0,26432428,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728596,0,0,0,0,0,0,0,0.1857886,0
1000541322350586500,63761369166622,0,26432429,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728101,0,0,0,0,0,0,0,0.1858056,0
1000541322360604100,63761369166622,0,26432430,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728136,0,0,0,0,0,0,0,0.1857995,0
1000541322370608800,63761369166622,0,26432431,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1727887,0,0,0,0,0,0,0,0.1870956,0
1000541322380589400,63761369166622,0,26432432,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728559,0,0,0,0,0,0,0,0.1871271,0
1000541322390577500,63761369166622,0,26432433,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1729254,0,0,0,0,0,0,0,0.187154,0
1000541322400675000,63761369166622,0,26432434,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1729341,0,0,0,0,0,0,0,0.1872049,0
1000541322410729200,63761369166622,0,26432435,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728829,0,0,0,0,0,0,0,0.1872091,0
1000541322420695700,63761369166622,0,26432436,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728621,0,0,0,0,0,0,0,0.1872064,0
1000541322430706700,63761369166622,0,26432437,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.17276,0,0,0,0,0,0,0,0.1871956,0
1000541322440741800,63761369166622,0,26432438,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.172763,0,0,0,0,0,0,0,0.1871307,0
1000541322450730100,63761369166622,0,26432439,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728468,0,0,0,0,0,0,0,0.187122,0
1000541322460869000,63761369166622,0,26432440,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728315,0,0,0,0,0,0,0,0.1871472,0
1000541322470861000,63761369166622,0,26432441,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728246,0,0,0,0,0,0,0,0.1870437,0
1000541322480872200,63761369166622,0,26432442,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728218,0,0,0,0,0,0,0,0.187001,0
1000541322490805900,63761369166622,0,26432443,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728172,0,0,0,0,0,0,0,0.1870803,0
1000541322500853200,63761369166622,0,26432444,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728295,0,0,0,0,0,0,0,0.1870066,0
1000541322510879200,63761369166622,0,26432445,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1727947,0,0,0,0,0,0,0,0.1870168,0
1000541322520944100,63761369166622,0,26432446,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1728293,0,0,0,0,0,0,0,0.1871973,0
1000541322530945800,63761369166622,0,26432447,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1730581,0,0,0,0,0,0,0,0.1871389,0
1000541322541056700,63761369166622,0,26432448,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1730785,0,0,0,0,0,0,0,0.1873529,0
1000541322550995500,63761369166622,0,26432449,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1731097,0,0,0,0,0,0,0,0.1872633,0
1000541322560971900,63761369166622,0,26432450,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1731197,0,0,0,0,0,0,0,0.1872983,0
1000541322570970600,63761369166623,0,26432451,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1729995,0,0,0,0,0,0,0,0.1858404,0
1000541322580972900,63761369166623,0,26432452,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1730032,0,0,0,0,0,0,0,0.1861906,0
1000541322591063400,63761369166623,0,26432453,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1730575,0,0,0,0,0,0,0,0.1867735,0
1000541322601135700,63761369166623,0,26432454,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1730052,0,0,0,0,0,0,0,0.1867733,0
1000541322611081400,63761369166623,0,26432455,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1730272,0,0,0,0,0,0,0,0.1871413,0
1000541322621093200,63761369166623,0,26432456,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.172989,0,0,0,0,0,0,0,0.1871753,0
1000541322631106200,63761369166623,0,26432457,0,0,0,0,0,0,0,0,-1.384809,0.501785,-0.3691898,0.0006966118,-0.007011883,0.0107321,0,0,0,0,0,0,0.1730354,0,0,0,0,0,0,0,0.1871642,0
