raw_timestamp,log_time,focus_distance,frame_number,stability,status,gaze_forward_x,gaze_forward_y,gaze_forward_z,gaze_origin_x,gaze_origin_y,gaze_origin_z,HMD_position_x,HMD_position_y,HMD_position_z,HMD_rotation_x,HMD_rotation_y,HMD_rotation_z,left_forward_x,left_forward_y,left_forward_z,left_origin_x,left_origin_y,left_origin_z,left_pupil_size,left_status,right_forward_x,right_forward_y,right_forward_z,right_origin_x,right_origin_y,right_origin_z,right_pupil_size,right_status
1000873382916189000,63759887248474,2,58465,1,2,0.08676836,-0.01460333,0.9961215,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09548464,-0.01463666,0.9953233,-0.03315,0,0,0.1385757,3,0.07825197,-0.0145993,0.9968267,0.03315,0,0,0.1606088,3
1000873382926199000,63759887248474,2,58466,1,2,0.08690062,-0.01466144,0.9961091,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09570251,-0.01468614,0.9953017,-0.03315,0,0,0.138488,3,0.07827832,-0.01466364,0.9968237,0.03315,0,0,0.1606396,3
1000873382936173500,63759887248474,2,58467,1,2,0.08704303,-0.01473972,0.9960955,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09593652,-0.01477927,0.9952777,-0.03315,0,0,0.1384871,3,0.07831454,-0.01472525,0.99682,0.03315,0,0,0.1606877,3
1000873382946303800,63759887248474,2,58468,1,2,0.08718567,-0.01477852,0.9960824,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09620799,-0.01475284,0.9952519,-0.03315,0,0,0.1384435,3,0.07832224,-0.01482654,0.9968178,0.03315,0,0,0.1607639,3
1000873382956328900,63759887248474,2,58469,1,2,0.08732219,-0.0148187,0.9960699,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09646685,-0.01477257,0.9952266,-0.03315,0,0,0.1384355,3,0.07833114,-0.01488521,0.9968163,0.03315,0,0,0.1608681,3
1000873382966283300,63759887248474,2,58470,1,2,0.08748749,-0.01480187,0.9960557,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09677017,-0.01469734,0.9951982,-0.03315,0,0,0.1384953,3,0.07835484,-0.01492695,0.9968138,0.03315,0,0,0.1609994,3
1000873382976293800,63759887248474,2,58471,1,2,0.08766083,-0.01479437,0.9960405,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09708679,-0.01466124,0.9951679,-0.03315,0,0,0.1384459,3,0.07838177,-0.01494779,0.9968113,0.03315,0,0,0.1610837,3
1000873382986322500,63759887248474,2,58472,1,2,0.08783801,-0.01481577,0.9960246,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09739763,-0.01466344,0.9951375,-0.03315,0,0,0.1384041,3,0.07841761,-0.0149873,0.9968079,0.03315,0,0,0.1610647,3
1000873382996321300,63759887248474,2,58473,1,2,0.08801388,-0.01482902,0.9960089,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09765679,-0.01466228,0.9951121,-0.03315,0,0,0.1384458,3,0.07848854,-0.01501367,0.996802,0.03315,0,0,0.161048,3
1000873383006472400,63759887248474,2,58474,1,2,0.08818766,-0.01483054,0.9959935,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09787341,-0.01466312,0.9950908,-0.03315,0,0,0.1384176,3,0.07858904,-0.01501403,0.996794,0.03315,0,0,0.1611096,3
1000873383016411200,63759887248474,2,58475,1,2,0.08832479,-0.01478686,0.995982,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09799995,-0.01458998,0.9950795,-0.03315,0,0,0.1385439,3,0.07869934,-0.0149983,0.9967856,0.03315,0,0,0.16121,3
1000873383026406300,63759887248474,2,58476,1,2,0.08845446,-0.01474305,0.9959711,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09810591,-0.01451981,0.99507,-0.03315,0,0,0.1385375,3,0.07881752,-0.01497448,0.9967766,0.03315,0,0,0.1612463,3
1000873383036476500,63759887248474,2,58477,1,2,0.08814499,-0.01490599,0.9959961,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09767751,-0.01470455,0.9951095,-0.03315,0,0,0.1376102,3,0.07862206,-0.01511186,0.9967899,0.03315,0,0,0.1599587,3
1000873383046382500,63759887248474,2,58478,1,2,0.08796658,-0.01504912,0.9960098,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09742291,-0.01485432,0.9951322,-0.03315,0,0,0.1376765,3,0.07851975,-0.01524615,0.996796,0.03315,0,0,0.1601944,3
1000873383056454900,63759887248474,2,58479,1,2,0.0878843,-0.01518198,0.996015,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09729792,-0.01500282,0.9951422,-0.03315,0,0,0.1375512,3,0.07848168,-0.01536205,0.9967972,0.03315,0,0,0.1603261,3
1000873383066415100,63759887248474,2,58480,1,2,0.08783126,-0.01527609,0.9960182,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09720705,-0.01511429,0.9951494,-0.03315,0,0,0.1375868,3,0.07846146,-0.01543828,0.9967976,0.03315,0,0,0.1604312,3
1000873383076554500,63759887248474,2,58481,1,2,0.08778439,-0.01531408,0.9960217,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09712335,-0.01515616,0.9951569,-0.03315,0,0,0.1377377,3,0.07844696,-0.01547185,0.9967982,0.03315,0,0,0.1605248,3
1000873383086607500,63759887248474,2,58482,1,2,0.08776423,-0.01531977,0.9960235,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09707036,-0.01516468,0.995162,-0.03315,0,0,0.1377594,3,0.07845617,-0.01547437,0.9967974,0.03315,0,0,0.1605714,3
1000873383096571800,63759887248474,2,58483,1,2,0.087768,-0.01531874,0.9960232,0,0,0,-1.373686,0.4767703,-0.299534,0.1245878,0.001888787,0.004915895,0.09703847,-0.01516296,0.9951651,-0.03315,0,0,0.1377845,3,0.07849348,-0.01547368,0.9967945,0.03315,0,0,0.1606537,3
